Numero,Proveedor,Almacen,Fecha,Estatus,Moneda,TipoCambio,Solicitados,Recibidos,Pendientes,DiasDeCredito,ElaboradoPor,Comentarios,Subtotal,IVA,Total,SubtotalMXN,IVAMXN,TotalMXN
2870,VIRESA,Matriz,23/06/2025,Surtida,MXN,1.000000,10.000000,10.000000,0.000000,30,Josefina Nava ,JAPAMI (COT. 25-614-L),6952.3,1112.37,8064.67,6952.300000,1112.370000,8064.670000
2869,VIRESA,Matriz,23/06/2025,Surtida,MXN,1.000000,41.000000,41.000000,0.000000,30,Josefina Nava ,"228682, 228189(1,3), 228637",6920.49,1107.28,8027.77,6920.490000,1107.280000,8027.770000
2868,VELAQUIN,Matriz,23/06/2025,Surtida,MXN,1.000000,11.000000,11.000000,0.000000,30,Josefina Nava ,"227765, 227802(CARMEN 34,39)",1363.25,218.12,1581.37,1363.250000,218.120000,1581.370000
2867,VELAQUIN,Matriz,23/06/2025,Surtida,MXN,1.000000,25.000000,25.000000,0.000000,30,Josefina Nava ,JAPAMI 31846 Y PICETAS CARMEN,2936.35,469.82,3406.17,2936.350000,469.820000,3406.170000
2866,RS,Matriz,23/06/2025,Surtida,MXN,1.000000,73.000000,73.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,2047.41,327.58,2374.99,2047.410000,327.580000,2374.990000
2865,RS,Matriz,23/06/2025,Surtida,MXN,1.000000,24.000000,24.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,868.8,139.01,1007.81,868.800000,139.010000,1007.810000
2864,MARIA VERONICA DOMINGUEZ LOPEZ (LIMPIADORES),Matriz,23/06/2025,Surtida,MXN,1.000000,30.000000,30.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,8415,1346.4,9761.4,8415.000000,1346.400000,9761.400000
2863,AROMATICOS Y QUIMICOS DEL CENTRO,Matriz,23/06/2025,Surtida,MXN,1.000000,140.000000,140.000000,0.000000,0,Carmen Irianda ,,9390.45,1502.47,10892.92,9390.450000,1502.470000,10892.920000
2862,RS,Matriz,21/06/2025,Surtida,MXN,1.000000,51.000000,51.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,732.76,117.24,850,732.760000,117.240000,850.000000
2861,RS,Matriz,21/06/2025,Surtida,MXN,1.000000,16.000000,16.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,620.69,99.31,720,620.690000,99.310000,720.000000
2860,"PROFENAL, ELECTRON",Matriz,21/06/2025,Surtida,MXN,1.000000,8.000000,8.000000,0.000000,30,Daniel Alejandro Calderon Hernández,,289.68,46.35,336.03,289.680000,46.350000,336.030000
2859,"PROFENAL, ELECTRON",Matriz,21/06/2025,Surtida,MXN,1.000000,64.000000,64.000000,0.000000,30,Daniel Alejandro Calderon Hernández,,2317.44,370.79,2688.23,2317.440000,370.790000,2688.230000
2858,DIKYSA,Matriz,20/06/2025,Aprobada,MXN,1.000000,24.000000,0.000000,24.000000,0,Josefina Nava ,,11885,1901.6,13786.6,11885.000000,1901.600000,13786.600000
2857,ALCOHOLERA DEL CENTRO,Matriz,20/06/2025,Aprobada,MXN,1.000000,1435.000000,0.000000,1435.000000,0,Carmen Irianda ,,68880,11020.8,79900.8,68880.000000,11020.800000,79900.800000
2856,NATURAL PLANET,Matriz,20/06/2025,Surtida,MXN,1.000000,10.000000,10.000000,0.000000,0,Carmen Irianda ,,1472.41,235.59,1708,1472.410000,235.590000,1708.000000
2855,KABLA COMERCIAL,Matriz,20/06/2025,Surtida,MXN,1.000000,51.000000,51.000000,0.000000,0,Josefina Nava ,RETRYVER,2832,453.12,3285.12,2832.000000,453.120000,3285.120000
2854,PYM IRAPUATO,Matriz,19/06/2025,Aprobada,MXN,1.000000,13.000000,0.000000,13.000000,0,Josefina Nava ,228209 (34),382.2,0,382.2,382.200000,0.000000,382.200000
2853,PYM IRAPUATO,Matriz,19/06/2025,Aprobada,MXN,1.000000,59.000000,0.000000,59.000000,0,Josefina Nava ,"229119, 228209, 229169",1453.66,16.96,1470.62,1453.660000,16.960000,1470.620000
2852,GINEZ,Matriz,19/06/2025,Surtida,MXN,1.000000,400.000000,400.000000,0.000000,0,Carmen Irianda ,,3206.91,513.11,3720.02,3206.910000,513.110000,3720.020000
2851,VIRESA,Matriz,18/06/2025,Surtida,MXN,1.000000,1.000000,1.000000,0.000000,30,Josefina Nava ,226858 (1 PZA),2516.46,402.63,2919.09,2516.460000,402.630000,2919.090000
2850,VIRESA,Matriz,17/06/2025,Surtida,USD,18.930200,30.000000,30.000000,0.000000,30,Josefina Nava ,JAPAMI OC-32043 (COT. 25-623-L),1471.5000369779505763277725539,235.44019608878934189813102873,1706.9402330667399182259035826,27855.790000,4456.930000,32312.720000
2849,ECODELI,Matriz,17/06/2025,Surtida,MXN,1.000000,50.000000,50.000000,0.000000,30,Daniel Alejandro Calderon Hernández,,4696.9,751.5,5448.4,4696.900000,751.500000,5448.400000
2848,MARIA VERONICA DOMINGUEZ LOPEZ (LIMPIADORES),Matriz,17/06/2025,Surtida,MXN,1.000000,69.000000,69.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,19451.9,3112.3,22564.2,19451.900000,3112.300000,22564.200000
2847,RS,Matriz,17/06/2025,Surtida,MXN,1.000000,106.000000,106.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,4586.47,733.84,5320.31,4586.470000,733.840000,5320.310000
2846,DICOLOR,Matriz,17/06/2025,Aprobada,MXN,1.000000,10.000000,0.000000,10.000000,21,Carmen Irianda ,,10274.82,1643.97,11918.79,10274.820000,1643.970000,11918.790000
2845,POLYSNOP,Matriz,16/06/2025,Surtida,MXN,1.000000,300.000000,300.000000,0.000000,0,Carmen Irianda ,,15900,2544,18444,15900.000000,2544.000000,18444.000000
2844,ECODELI,Matriz,13/06/2025,Surtida,MXN,1.000000,197.000000,197.000000,0.000000,30,Daniel Alejandro Calderon Hernández,,6394.27,1023.08,7417.35,6394.270000,1023.080000,7417.350000
2843,ZAOLI,Matriz,13/06/2025,Surtida,MXN,1.000000,50.000000,50.000000,0.000000,30,Carmen Irianda ,,11750,1880,13630,11750.000000,1880.000000,13630.000000
2842,SUFARMED,Matriz,13/06/2025,Surtida,MXN,1.000000,45.000000,45.000000,0.000000,30,Josefina Nava ,"TRATAMIENTOS PARA VIA, SOLICITADO POR CARMEN",2430,0,2430,2430.000000,0.000000,2430.000000
2841,PROLAB,Matriz,13/06/2025,Aprobada,MXN,1.000000,1.000000,0.000000,1.000000,0,Josefina Nava ,,5415.24,866.44,6281.68,5415.240000,866.440000,6281.680000
2840,UNLINE,Matriz,12/06/2025,Surtida,MXN,1.000000,11.000000,11.000000,0.000000,30,Josefina Nava ,MATERIAL QUE ME SOLICITO CARMEN,3090.56,494.49,3585.05,3090.560000,494.490000,3585.050000
2839,UNLINE,Matriz,12/06/2025,Surtida,MXN,1.000000,6.000000,6.000000,0.000000,30,Josefina Nava ,191824 (INV MARIANA),3656.84,585.09,4241.93,3656.840000,585.090000,4241.930000
2838,RS,Matriz,12/06/2025,Surtida,MXN,1.000000,110.000000,110.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,5004.8,800.77,5805.57,5004.800000,800.770000,5805.570000
2837,ECODELI,Matriz,12/06/2025,Surtida,MXN,1.000000,153.000000,153.000000,0.000000,30,Daniel Alejandro Calderon Hernández,,3977.72,636.44,4614.16,3977.720000,636.440000,4614.160000
2836,MIRAGE LEON,Matriz,11/06/2025,Surtida,MXN,1.000000,1.000000,1.000000,0.000000,0,Carmen Irianda ,,8620.69,1379.31,10000,8620.690000,1379.310000,10000.000000
2835,ELVEC S.A. DE C.V,Matriz,11/06/2025,Aprobada,MXN,1.000000,5.000000,0.000000,5.000000,0,Josefina Nava ,227942,4268,682.88,4950.88,4268.000000,682.880000,4950.880000
2834,PYM IRAPUATO,Matriz,11/06/2025,Aprobada,MXN,1.000000,45.000000,0.000000,45.000000,0,Josefina Nava ,229119,2016,0,2016,2016.000000,0.000000,2016.000000
2833,MARIA VERONICA DOMINGUEZ LOPEZ (LIMPIADORES),Matriz,11/06/2025,Surtida,MXN,1.000000,155.000000,155.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,15719.2,2515.07,18234.27,15719.200000,2515.070000,18234.270000
2832,MEDELAB,Matriz,11/06/2025,Surtida,MXN,1.000000,2.000000,2.000000,0.000000,21,Josefina Nava ,,14356.16,2296.99,16653.15,14356.160000,2296.990000,16653.150000
2831,GINEZ,Matriz,10/06/2025,Surtida,MXN,1.000000,20.000000,20.000000,0.000000,0,Carmen Irianda ,,1120.69,179.31,1300,1120.690000,179.310000,1300.000000
2830,BASICOS,Matriz,10/06/2025,Surtida,MXN,1.000000,21.000000,21.000000,0.000000,0,Carmen Irianda ,,1239,0,1239,1239.000000,0.000000,1239.000000
2829,RS,Matriz,10/06/2025,Surtida,MXN,1.000000,24.000000,24.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,767.24,122.76,890,767.240000,122.760000,890.000000
2828,OLIVIA RODRIGUEZ GARCIA (GARDENT IRAPUATO),Matriz,09/06/2025,Aprobada,MXN,1.000000,3.000000,0.000000,3.000000,0,Josefina Nava ,229182,6672.41,1067.59,7740,6672.410000,1067.590000,7740.000000
2827,MIRAGE LEON,Matriz,09/06/2025,Surtida,MXN,1.000000,1.000000,1.000000,0.000000,0,Carmen Irianda ,,8620.69,1379.31,10000,8620.690000,1379.310000,10000.000000
2826,MARIA VERONICA DOMINGUEZ LOPEZ (LIMPIADORES),Matriz,06/06/2025,Surtida,MXN,1.000000,10.000000,10.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,2884,461.44,3345.44,2884.000000,461.440000,3345.440000
2825,DECASA,Matriz,06/06/2025,Aprobada,MXN,1.000000,1.000000,0.000000,1.000000,0,Carmen Irianda ,,14.9,2.38,17.28,14.900000,2.380000,17.280000
2824,KOPAR AUTOMATIZACION,Matriz,05/06/2025,Aprobada,MXN,1.000000,10.000000,0.000000,10.000000,0,Carmen Irianda ,PRECIOS EN DOLARES 50% ANTICIPO 50% CONTRA AVISO DE EMBARQUE TIEMPO DE ENTREGA DE 3 A 5 SEMANAS,1799.28,287.88,2087.16,1799.280000,287.880000,2087.160000
2823,ECOBOLSA,Matriz,05/06/2025,Surtida,MXN,1.000000,1050.000000,1050.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,25200,2016,27216,25200.000000,2016.000000,27216.000000
2822,SUPER GEL,Matriz,05/06/2025,Surtida,MXN,1.000000,7.000000,7.000000,0.000000,0,Carmen Irianda ,,2275,364,2639,2275.000000,364.000000,2639.000000
2821,RS,Matriz,04/06/2025,Surtida,MXN,1.000000,88.000000,88.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,14038.98,2246.24,16285.22,14038.980000,2246.240000,16285.220000
2820,GINEZ,Matriz,04/06/2025,Surtida,MXN,1.000000,400.000000,400.000000,0.000000,0,Carmen Irianda ,,3206.91,513.11,3720.02,3206.910000,513.110000,3720.020000
2819,LA FRESA ,Matriz,04/06/2025,Cancelada,MXN,1.000000,66.000000,0.000000,66.000000,0,Carmen Irianda ,,1661,265.76,1926.76,1661.000000,265.760000,1926.760000
2818,AUREA QUIMICA MEXICANA,Matriz,04/06/2025,Aprobada,MXN,1.000000,5.000000,0.000000,5.000000,0,Josefina Nava ,229099,595,95.2,690.2,595.000000,95.200000,690.200000
2817,KABLA COMERCIAL,Matriz,03/06/2025,Aprobada,MXN,1.000000,5.000000,0.000000,5.000000,0,Josefina Nava ,"229032, 228200",3627,580.32,4207.32,3627.000000,580.320000,4207.320000
2816,COCISA,Matriz,03/06/2025,Surtida,MXN,1.000000,4.000000,4.000000,0.000000,0,Josefina Nava ,192049,3847.2,615.55,4462.75,3847.200000,615.550000,4462.750000
2815,ECODELI,Matriz,03/06/2025,Surtida,MXN,1.000000,398.000000,398.000000,0.000000,30,Daniel Alejandro Calderon Hernández,,6542,1046.72,7588.72,6542.000000,1046.720000,7588.720000
2814,ECODELI,Matriz,03/06/2025,Surtida,MXN,1.000000,69.000000,69.000000,0.000000,30,Daniel Alejandro Calderon Hernández,,2195.59,351.29,2546.88,2195.590000,351.290000,2546.880000
2813,ECODELI,Matriz,03/06/2025,Surtida,MXN,1.000000,40.000000,40.000000,0.000000,30,Daniel Alejandro Calderon Hernández,,2675.95,428.15,3104.1,2675.950000,428.150000,3104.100000
2812,PESO,Matriz,03/06/2025,Cancelada,MXN,1.000000,205.000000,0.000000,205.000000,30,Daniel Alejandro Calderon Hernández,,3002.96,480.47,3483.43,3002.960000,480.470000,3483.430000
2811,BOTELLO ,Matriz,03/06/2025,Surtida,MXN,1.000000,220.000000,220.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,2560,0,2560,2560.000000,0.000000,2560.000000
2810,MARIA VERONICA DOMINGUEZ LOPEZ (LIMPIADORES),Matriz,03/06/2025,Surtida,MXN,1.000000,114.000000,114.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,22552,3608.32,26160.32,22552.000000,3608.320000,26160.320000
2809,SWIPE IRAPUATO,Matriz,03/06/2025,Aprobada,MXN,1.000000,1.000000,0.000000,1.000000,0,Carmen Irianda ,,2087,333.92,2420.92,2087.000000,333.920000,2420.920000
2808,DECASA,Matriz,03/06/2025,Aprobada,MXN,1.000000,174.000000,134.000000,40.000000,0,Carmen Irianda ,,6810.34,1089.66,7900,6810.340000,1089.660000,7900.000000
2807,DECASA,Matriz,03/06/2025,Surtida,MXN,1.000000,222.000000,222.000000,0.000000,0,Carmen Irianda ,,4938.79,790.21,5729,4938.790000,790.210000,5729.000000
2806,TERMOFILM Y ESPUMADOS  LEON SA DE CV,Matriz,03/06/2025,Cancelada,MXN,1.000000,2.000000,0.000000,2.000000,0,Carmen Irianda ,,1600,256,1856,1600.000000,256.000000,1856.000000
2805,CONTRO TECNICO Y REPRESENTACIONES SA DE CV,Matriz,03/06/2025,Aprobada,MXN,1.000000,2.000000,0.000000,2.000000,0,Josefina Nava ,JAPAMI 31898 (25-400-L),7146,1143.36,8289.36,7146.000000,1143.360000,8289.360000
2804,NATURAL PLANET,Matriz,03/06/2025,Aprobada,MXN,1.000000,115.000000,0.000000,115.000000,0,Carmen Irianda ,,16932.76,2709.24,19642,16932.760000,2709.240000,19642.000000
2803,MIGUEL ANGEL RODRIGUEZ MARTINEZ (STANFORD DEPOSITO DENTAL),Matriz,02/06/2025,Aprobada,MXN,1.000000,10.000000,0.000000,10.000000,0,Josefina Nava ,"228994(17), 228772",2855.02,87.2,2942.22,2855.020000,87.200000,2942.220000
2802,PYM IRAPUATO,Matriz,02/06/2025,Aprobada,MXN,1.000000,73.000000,0.000000,73.000000,0,Josefina Nava ,"VITAMINA E (VIA), 228739",1314.79,51.44,1366.23,1314.790000,51.440000,1366.230000
2801,RS,Matriz,02/06/2025,Surtida,MXN,1.000000,276.000000,276.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,6567.2,1050.75,7617.95,6567.200000,1050.750000,7617.950000
2800,DIKYSA,Matriz,02/06/2025,Aprobada,MXN,1.000000,419.000000,0.000000,419.000000,0,Josefina Nava ,"228154(10,14), 228681(1)",34905,5584.8,40489.8,34905.000000,5584.800000,40489.800000
2799,"PROFENAL, ELECTRON",Matriz,02/06/2025,Surtida,MXN,1.000000,1.000000,1.000000,0.000000,30,Daniel Alejandro Calderon Hernández,,335.2,53.63,388.83,335.200000,53.630000,388.830000
2798,DICOLOR,Matriz,02/06/2025,Aprobada,MXN,1.000000,4.000000,0.000000,4.000000,21,Carmen Irianda ,,6481.9,1037.1,7519,6481.900000,1037.100000,7519.000000
2797,SPONYA,Matriz,02/06/2025,Surtida,MXN,1.000000,600.000000,600.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,5688,0,5688,5688.000000,0.000000,5688.000000
2796,OLIVIA RODRIGUEZ GARCIA (GARDENT IRAPUATO),Matriz,30/05/2025,Aprobada,MXN,1.000000,323.000000,0.000000,323.000000,0,Josefina Nava ,,17927.59,2868.41,20796,17927.590000,2868.410000,20796.000000
2795,SUPROMED,Matriz,28/05/2025,Surtida,MXN,1.000000,13.000000,13.000000,0.000000,30,Josefina Nava ,"228154(7,8)",2012.73,322.04,2334.77,2012.730000,322.040000,2334.770000
2794,MARIA VERONICA DOMINGUEZ LOPEZ (LIMPIADORES),Matriz,28/05/2025,Surtida,MXN,1.000000,100.000000,100.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,25870,4139.2,30009.2,25870.000000,4139.200000,30009.200000
2793,MIRAGE LEON,Matriz,28/05/2025,Surtida,MXN,1.000000,1.000000,1.000000,0.000000,0,Carmen Irianda ,,5474.14,875.86,6350,5474.140000,875.860000,6350.000000
2792,SUFARMED,Matriz,27/05/2025,Surtida,MXN,1.000000,64.000000,64.000000,0.000000,30,Josefina Nava ,METOTREXATO (DRA ERIKA) Y MEDICAMENTO VIA,4021.15,104.18,4125.33,4021.150000,104.180000,4125.330000
2791,SUFARMED,Matriz,27/05/2025,Surtida,MXN,1.000000,100.000000,100.000000,0.000000,30,Josefina Nava ,MEDICAMENTOS DRA ERIKA,3419.2,0,3419.2,3419.200000,0.000000,3419.200000
2790,SUFARMED,Matriz,27/05/2025,Surtida,MXN,1.000000,15.000000,15.000000,0.000000,30,Josefina Nava ,226978(17),645,0,645,645.000000,0.000000,645.000000
2789,SUFARMED,Matriz,27/05/2025,Surtida,MXN,1.000000,21.000000,21.000000,0.000000,30,Josefina Nava ,MEDICAMENTOS DR DAVID,400.2,0,400.2,400.200000,0.000000,400.200000
2788,SUFARMED,Matriz,27/05/2025,Surtida,MXN,1.000000,178.000000,178.000000,0.000000,30,Josefina Nava ,PGC (25-354-L),5681.77,76.59,5758.36,5681.770000,76.590000,5758.360000
2787,MEDELAB,Matriz,27/05/2025,Surtida,MXN,1.000000,1.000000,1.000000,0.000000,21,Josefina Nava ,,301.21,48.19,349.4,301.210000,48.190000,349.400000
2786,VIRESA,Matriz,27/05/2025,Surtida,USD,19.274800,1.000000,1.000000,0.000000,30,Josefina Nava ,191821(3),91.31975429057629651150725299,14.611305953887978085375723743,105.93106024446427459688297674,1760.170000,281.630000,2041.800000
2785,VIRESA,Matriz,27/05/2025,Surtida,MXN,1.000000,1.000000,1.000000,0.000000,30,Josefina Nava ,226858,2516.46,402.63,2919.09,2516.460000,402.630000,2919.090000
2784,JARCERIA RAMIREZ,Matriz,27/05/2025,Surtida,MXN,1.000000,178.000000,178.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,5534.55,885.53,6420.08,5534.550000,885.530000,6420.080000
2783,CAPSALAB,Matriz,27/05/2025,Aprobada,MXN,1.000000,4.000000,0.000000,4.000000,0,Josefina Nava ,"191813, 191855",2745.98,439.36,3185.34,2745.980000,439.360000,3185.340000
2782,RS,Matriz,26/05/2025,Surtida,MXN,1.000000,166.000000,166.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,11661.66,1865.87,13527.53,11661.660000,1865.870000,13527.530000
2781,VIRESA,Matriz,23/05/2025,Surtida,MXN,1.000000,4.000000,4.000000,0.000000,30,Josefina Nava ,"191821(1), 191873",6032.92,965.27,6998.19,6032.920000,965.270000,6998.190000
2780,VIRESA,Matriz,23/05/2025,Surtida,USD,19.319800,2.000000,2.000000,0.000000,30,Josefina Nava ,JAPAMI 31882,19.980020497106595306369631156,3.1967204629447509808590151037,23.176740960051346287228646259,386.010000,61.760000,447.770000
2779,VIRESA,Matriz,23/05/2025,Surtida,MXN,1.000000,3.000000,3.000000,0.000000,30,Josefina Nava ,JAPAMI 31879,6714.96,1074.39,7789.35,6714.960000,1074.390000,7789.350000
2778,VIRESA,Matriz,23/05/2025,Surtida,MXN,1.000000,22.000000,22.000000,0.000000,30,Josefina Nava ,227019,3934.48,629.52,4564,3934.480000,629.520000,4564.000000
2777,VIRESA,Matriz,23/05/2025,Surtida,MXN,1.000000,536.000000,536.000000,0.000000,30,Josefina Nava ,"JAPAMI 31846(1-FALTAN 12 PZAS,3,4,6,9), 31836, 31840(FALTA 1 PZA)",50427.95,8068.47,58496.42,50427.950000,8068.470000,58496.420000
2776,VIRESA,Matriz,23/05/2025,Surtida,MXN,1.000000,2.000000,2.000000,0.000000,30,Josefina Nava ,227807(8),309.52,49.52,359.04,309.520000,49.520000,359.040000
2775,VIRESA,Matriz,23/05/2025,Surtida,MXN,1.000000,8.000000,8.000000,0.000000,30,Josefina Nava ,"227789(8,23), 227275(20)",3613.84,578.21,4192.05,3613.840000,578.210000,4192.050000
2774,VIRESA,Matriz,23/05/2025,Surtida,MXN,1.000000,3.000000,3.000000,0.000000,30,Josefina Nava ,"227473(8), 227279",1049.17,167.87,1217.04,1049.170000,167.870000,1217.040000
2773,RS,Matriz,23/05/2025,Surtida,MXN,1.000000,85.000000,85.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,5262.01,841.92,6103.93,5262.010000,841.920000,6103.930000
2772,RS,Matriz,23/05/2025,Surtida,MXN,1.000000,7.000000,7.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,521.56,83.45,605.01,521.560000,83.450000,605.010000
2771,RS,Matriz,23/05/2025,Surtida,MXN,1.000000,1.000000,1.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,2413.79,386.21,2800,2413.790000,386.210000,2800.000000
2770,RS,Matriz,23/05/2025,Surtida,MXN,1.000000,236.000000,236.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,10987.04,1757.93,12744.97,10987.040000,1757.930000,12744.970000
2769,RS,Matriz,23/05/2025,Surtida,MXN,1.000000,25.000000,25.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,862.08,137.93,1000.01,862.080000,137.930000,1000.010000
2768,RS,Matriz,23/05/2025,Surtida,MXN,1.000000,5.000000,5.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,107.75,17.24,124.99,107.750000,17.240000,124.990000
2767,ECODELI,Matriz,23/05/2025,Surtida,MXN,1.000000,2642.000000,2642.000000,0.000000,30,Daniel Alejandro Calderon Hernández,,50702.82,8112.45,58815.27,50702.820000,8112.450000,58815.270000
2766,AUREA QUIMICA MEXICANA,Matriz,22/05/2025,Aprobada,MXN,1.000000,24.000000,0.000000,24.000000,0,Josefina Nava ,"227804 (8,9,11,22,23,24,30,32,33,34,36)",8202.6,1312.42,9515.02,8202.600000,1312.420000,9515.020000
2765,COCISA,Matriz,22/05/2025,Surtida,MXN,1.000000,13.000000,13.000000,0.000000,0,Josefina Nava ,SMAPAS SALVATIERRA (25-556-L),3052.8,488.45,3541.25,3052.800000,488.450000,3541.250000
2764,CENPLA,Matriz,22/05/2025,Aprobada,MXN,1.000000,50.000000,0.000000,50.000000,0,Josefina Nava ,JAPAMI 31917 (25-466-L),2970,475.2,3445.2,2970.000000,475.200000,3445.200000
2763,POLYSNOP,Matriz,21/05/2025,Aprobada,MXN,1.000000,144.000000,0.000000,144.000000,0,Carmen Irianda ,,7632,1221.12,8853.12,7632.000000,1221.120000,8853.120000
2762,RODVAL,Matriz,21/05/2025,Aprobada,MXN,1.000000,1.000000,0.000000,1.000000,0,Josefina Nava ,227804(21),2484.25,397.48,2881.73,2484.250000,397.480000,2881.730000
2761,DECASA,Matriz,20/05/2025,Surtida,MXN,1.000000,528.000000,528.000000,0.000000,0,Carmen Irianda ,,21511,0,21511,21511.000000,0.000000,21511.000000
2760,BASICOS,Matriz,20/05/2025,Aprobada,MXN,1.000000,60.000000,0.000000,60.000000,0,Carmen Irianda ,,1236.21,197.79,1434,1236.210000,197.790000,1434.000000
2759,RS,Matriz,20/05/2025,Surtida,MXN,1.000000,216.000000,216.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,4655.23,744.84,5400.07,4655.230000,744.840000,5400.070000
2758,RS,Matriz,20/05/2025,Surtida,MXN,1.000000,50.000000,50.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,581.9,93.1,675,581.900000,93.100000,675.000000
2757,"PROFENAL, ELECTRON",Matriz,20/05/2025,Surtida,MXN,1.000000,6.000000,6.000000,0.000000,30,Daniel Alejandro Calderon Hernández,,770.7,123.31,894.01,770.700000,123.310000,894.010000
2756,ZAOLI,Matriz,20/05/2025,Surtida,MXN,1.000000,33.000000,33.000000,0.000000,30,Carmen Irianda ,,7860,1257.6,9117.6,7860.000000,1257.600000,9117.600000
2755,ZAOLI,Matriz,20/05/2025,Aprobada,MXN,1.000000,74.000000,0.000000,74.000000,30,Carmen Irianda ,,5800,928,6728,5800.000000,928.000000,6728.000000
2754,RETRYVER,Matriz,20/05/2025,Surtida,MXN,1.000000,22.000000,22.000000,0.000000,0,Carmen Irianda ,,12716,2034.56,14750.56,12716.000000,2034.560000,14750.560000
2753,MIRAGE LEON,Matriz,19/05/2025,Aprobada,MXN,1.000000,3.000000,0.000000,3.000000,0,Carmen Irianda ,,15258.62,2441.38,17700,15258.620000,2441.380000,17700.000000
2752,GINEZ,Matriz,19/05/2025,Surtida,MXN,1.000000,400.000000,400.000000,0.000000,0,Carmen Irianda ,,3206.91,513.11,3720.02,3206.910000,513.110000,3720.020000
2751,RODVAL,Matriz,16/05/2025,Cancelada,MXN,1.000000,2.000000,0.000000,2.000000,0,Josefina Nava ,JAPAMI 31898 (25-400-L),6788.7,1086.19,7874.89,6788.700000,1086.190000,7874.890000
2750,DIKYSA,Matriz,16/05/2025,Aprobada,MXN,1.000000,74.000000,0.000000,74.000000,0,Josefina Nava ,,39808,6369.28,46177.28,39808.000000,6369.280000,46177.280000
2749,RS,Matriz,16/05/2025,Surtida,MXN,1.000000,254.000000,254.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,4404.5,704.72,5109.22,4404.500000,704.720000,5109.220000
2748,BOTELLO ,Matriz,16/05/2025,Aprobada,MXN,1.000000,798.000000,0.000000,798.000000,0,Daniel Alejandro Calderon Hernández,,2928.66,0,2928.66,2928.660000,0.000000,2928.660000
2747,VELAQUIN,Matriz,15/05/2025,Surtida,MXN,1.000000,107.000000,107.000000,0.000000,30,Josefina Nava ,"227473(7,9,20,24), 227789(10,11,18), 227275(24,28), 227602(6), 227582(6)",6381.59,1021.05,7402.64,6381.590000,1021.050000,7402.640000
2746,RODVAL,Matriz,15/05/2025,Aprobada,MXN,1.000000,10.000000,0.000000,10.000000,0,Josefina Nava ,JAPAMI 31838(25-406-L RQ55385),6251,1000.16,7251.16,6251.000000,1000.160000,7251.160000
2745,CAPSALAB,Matriz,14/05/2025,Aprobada,MXN,1.000000,126.000000,0.000000,126.000000,0,Josefina Nava ,"227974, 228253",17992.8,2878.85,20871.65,17992.800000,2878.850000,20871.650000
2744,SESHIR,Matriz,13/05/2025,Aprobada,MXN,1.000000,35.000000,0.000000,35.000000,0,Carmen Irianda ,,2730,436.8,3166.8,2730.000000,436.800000,3166.800000
2743,AQUALIFE,Matriz,12/05/2025,Surtida,MXN,1.000000,50.000000,50.000000,0.000000,0,Carmen Irianda ,"ENVIAR A AVE. SAN MIGUEL 487-A COL. PRIMERO DE MAYO, IRAPUATO, GTO 36644",2037,325.92,2362.92,2037.000000,325.920000,2362.920000
2742,TERMOFILM Y ESPUMADOS  LEON SA DE CV,Matriz,12/05/2025,Aprobada,MXN,1.000000,14.000000,0.000000,14.000000,0,Carmen Irianda ,,2918.14,466.9,3385.04,2918.140000,466.900000,3385.040000
2741,BOTELLO ,Matriz,12/05/2025,Surtida,MXN,1.000000,2032.000000,2032.000000,0.000000,0,Carmen Irianda ,,15325,2452,17777,15325.000000,2452.000000,17777.000000
2740,JARCIERIA VALERIA,Matriz,12/05/2025,Surtida,MXN,1.000000,1440.000000,1440.000000,0.000000,15,Carmen Irianda ,,52340,8374.4,60714.4,52340.000000,8374.400000,60714.400000
