No Cliente,No Cuenta,Nombre Comercial,Razón Social,Monto de Crédito,Días de Crédito,Email,Sucursal,Método de Pago,Términos de Pago,Lista de Precios,RFC,Teléfonos,CP,Municipio,Colonia,No Ext,No Interior,Estado,Localidad,Calle,EntreCalle1,EntreCalle2,Descuento Pactado,Fuente,Vendedor,Notas,Uso CFDI
1149,,HOSPITAL DE ESPECIALIDADES PEDIATRICO DE LEON,HOSPITAL DE ESPECIALIDADES PEDIATRICO DE LEON,0.00,30,alornelasca@guanajuato.gob.mx; mzorrillac@guanajuato.gob.mx; compraspediatricoleon@gmail.com; mbarrond@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1306,,VERPAKKING,VERPAKKING,0.00,30,administracion@verpakking.mx; mantenimiento@verpakking.mx,,,,A,VER210518U6A,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1130,,FIDEICOMISO DE INVERSION Y ADMINISTRACION DEL PARQUE GUANAJUATO BICENTENARIO FIDEICOMISO 742584,FIDEICOMISO DE INVERSION Y ADMINISTRACION DEL PARQUE GUANAJUATO BICENTENARIO FIDEICOMISO 742584,0.00,30,cjimenez@guanajuato.gob.mx,,Efectivo,,A,FDI110712HD0,,37125,León,OTRA NO ESPECIFICADA EN EL CATALOGO,304,FORO 4 PISO 12 TORRE SUR,Guanajuato,LEON DE LOS ALDAMA,MANUEL J. CLOUTHIER,,,0.00,,,,G03
1152,,HOSPITAL GENERAL GUANAJUATO,HOSPITAL GENERAL GUANAJUATO,0.00,30,ispg.0805@guanajuato.gob.mx; consuelorodriguezbarroso@gmail.com; francojtp@gmail.com,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1106,,CENTRO DE EVALUACION Y CONTROL DE CONFIANZA DEL ESTADO DE GUANAJUATO,CENTRO DE EVALUACION Y CONTROL DE CONFIANZA DEL ESTADO DE GUANAJUATO,0.00,30,maflorespe@guanajuato.gob.mx,,Efectivo,,A,CEC090101MGA,,37680,León,LOS RAMIREZ,KM 7.5,,Guanajuato,LOS RAMIREZ,ESTATAL LEON CUERAMARO,,,0.00,,,,G03
1143,,HOSPIAL SALVATIERRA,HOSPIAL SALVATIERRA,0.00,30,marce_garmed@hotmail.com; princexx_kk@hotmail.com,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1133,,FUJIKOKI DE MEXICO,FUJIKOKI DE MEXICO,0.00,30,mdelarosa@fujikoki.com.mx,,Efectivo,,A,FME120611SD6,,36815,Irapuato,COL. PARQUE TECNOINDUSTRIAL CASTRO DEL RIO,236,,Guanajuato,Irapuato,RIO GUADAJOZ,,,0.00,,,,G03
1192,,INE VALLE,INE VALLE,0.00,30,rossana.castaneda@ine.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1119,,Delegación Regional León III,Delegación Regional León III,0.00,30,geg.1121@guanajuato.gob.mx; jf_ontiveros@seg.guanajuato.gob.mx; ja_torres.p@seg.guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1045,,CAPRI,CAPRI,0.00,30,aarellano@verpakking.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1163,,HOSPITAL MATERNO LEON,HOSPITAL MATERNO LEON,0.00,30,hemilrecmat@guanajuato.gob.mx; hmirfsalud@hotmail.com; ispg.0811@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1065,,CECYTEG SAN MIGUEL ALLENDE,CECYTEG SAN MIGUEL ALLENDE,0.00,30,mayra.riosv@cecyteg.edu.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1140,,HECTOR IRIANDA ALCALA,HECTOR IRIANDA ALCALA,0.00,30,carmen@comereco-lab.com,,,,A,IIAH490225QX0,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1172,,HOSPITAL SAN DIEGO DE LA UNION,HOSPITAL SAN DIEGO DE LA UNION,0.00,30,facturashcsdu@hotmail.com; pescador-05@hotmail.com,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1020,,BIBLIOTECA CENTAL ESTATAL,BIBLIOTECA CENTAL ESTATAL,0.00,30,,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1181,,HOSPITAL VILLAGRAN,HOSPITAL COMUNITARIO VILLAGRAN,0.00,30,ehernandezmon@guanajuato.gob.mx,,,,A,XAXX010101000,,,Villagrán,.,.,,Guanajuato,,.,,,0.00,,,,G03
1299,,UNIVERSIDAD TECNOLOGICA DE SALAMANCA,UNIVERSIDAD TECNOLOGICA DE SALAMANCA,0.00,30,cpalma@utsalamanca.edu.mx,,Efectivo,,A,UTS120114TW2,,36766,Salamanca,CIUDADBAJIO,200,,Guanajuato,Salamanca,AVENIDA UNIVERSIDAD TECNOLOGICA,,,0.00,,,,G03
1203,,INSTITUTO TECNOLOGICO SUPERIOR DE ABASOLO,INSTITUTO TECNOLOGICO SUPERIOR DE ABASOLO,0.00,30,eric.martinez@tecabasolo.edu.mx,,Efectivo,,A,ITS1411193N7,,36976,Abasolo,CUITZEO DE LOS NARANJOS,401,,Guanajuato,ABASOLO,BOULEVARD CUITZEO DE LOS NARANJOS,,,0.00,,,,G03
1086,,CONALEP CELAYA,CONALEP CELAYA,0.00,30,rubisela.rojash@conalepgto.edu.mx; ramiro.rodriguezm@colalepgto.edu.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1027,,CAISES GUANAJUATO ,CAISES GUANAJUATO I,0.00,30,ispg.0701@guanajuato.gob.mx; ereyna1280@gmail.com; admcaisesgto@gmail.com,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1016,,ALIANZA PARA EL CAMPO DE GUANAJUATO %u201CALCAMPO%u201D,ALIANZA PARA EL CAMPO DE GUANAJUATO %u201CALCAMPO%u201D,0.00,30,cgarcias@guanajuato.gob.mx,,,,A,ACG0503318W7,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1168,,HOSPITAL PURISIMA DEL RINCON,HOSPITAL PURISIMA DEL RINCON,0.00,30,ygonzalezt@guanajuato.gob.mx; dramirezgar@guanajuato.gob.mx; isp.0846@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1019,,BCENOG,BCENOG,0.00,30,ja_torres@bcenog.edu.mx,,,,A,XAXX010101000,4737310306 ext 104,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1194,,INSTITUTO DE ALFABETIZACION Y EDUCACION BASICA PARA ADULTOS DEL ESTADO DE GUANAJUATO,INSTITUTO DE ALFABETIZACION Y EDUCACION BASICA PARA ADULTOS DEL ESTADO DE GUANAJUATO,0.00,30,agutierr@guanajuato.gob.mx,,Efectivo,,A,IAE050501HE0,,37530,León,SAN JOSÉ DE SANTA JULIA,.,201 SEXTO PISO,Guanajuato,,DELTA,,,0.00,,,,G03
1102,,CONTINENTAL FIPASI SOL MEX,CONTINENTAL FIPASI SOL MEX,0.00,30,gustavo.conde@solucionesalaorden.com,,Efectivo,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1204,,INSTITUTO TECNOLOGICO SUPERIOR DE GUANAJUATO,INSTITUTO TECNOLOGICO SUPERIOR DE GUANAJUATO,0.00,30,compras@itesg.edu.mx,,Efectivo,,A,ITS090821KI4,,36262,Guanajuato,Puentecillas,.,km 105,Guanajuato,,Carretera Estatal Gto-Puentecillas,,,0.00,,,,G03
1047,,CECYTEG COMONFORT,CECYTEG COMONFORT,0.00,30,elvia.delbosque@cecyteg.edu.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1246,,OFICINA DEL SECRETARIO PARTICULAR,OFICINA DEL SECRETARIO PARTICULAR,0.00,30,cesquivel@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1100,,CONTECH SOLMEX,CONTECH SOLMEX,0.00,30,gustavo.conde@solucionesalaorden.com,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1165,,HOSPITAL MOROLEON,HOSPITAL MOROLEON,0.00,30,hcmfinancieros@outlook.com; sofia820912@hotmail.com,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1256,,SECRETARIA  DE IMPULSO A LA ADMINISTRACION PUBLICA ,SECRETARIA  DE IMPULSO A LA ADMINISTRACION PUBLICA ,0.00,30, mperezo@guanajuato.gob.mx; geg.2713@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1040,,CAISES SILAO,CAISES SILAO,0.00,30,cesar_rey2@hotmail.com; maahernandezg@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1305,,VENTA AL PUBLICO,VENTA AL PUBLICO,0.00,30,,,,,A,XEXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1224,,JURISDICCION SANITARIA V,JURISDICCION SANITARIA V,0.00,30,msgarciaperez@guanajuato.gob.mx,,,,A,XAXX010101000,"464 648 00 01, 648 00 09 EXT. 107",,Salamanca,.,.,,Guanajuato,,.,,,0.00,,,,G03
1278,,SISTEMA AVANZADO DE BACHILLERATO Y EDUCACION SUPERIOR EN EL ESTADO DE GUANAJUATO,SISTEMA AVANZADO DE BACHILLERATO Y EDUCACION SUPERIOR EN EL ESTADO DE GUANAJUATO,0.00,30,"paola.gonzalezm@sabes.edu.mx, adriana.moctezumaa@sabes.edu.mx",,Efectivo,,A,SAB9610253T3,,37234,León,REAL PROVIDENCIA,1615,,Guanajuato,León,BLVD. GUANAJUATO,,,0.00,,,,G03
1280,,SISTEMAS Y EQUIPOS DE LUBRIACION S.A DE C.V.,SISTEMAS Y EQUIPOS DE LUBRIACION S.A DE C.V.,0.00,30,aosorioher@gmail.com,,,,A,SEL8612196R5,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1238,,MULTISERVICIO CARRISAL S.A. DE C.V.,MULTISERVICIO CARRISAL S.A. DE C.V.,0.00,30,,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1051,,CECYTEG IRAPUATO PLANTEL I,CECYTEG IRAPUATO PLANTEL I,0.00,30,maria.perezv@cecyteg.edu.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1109,,Coordinadora de Fomento al Comercio Exterior Del Estado de Guanajuato,Coordinadora de Fomento al Comercio Exterior Del Estado de Guanajuato,0.00,30,cavargas@guanajuato.gob.mx; ijrochaa@guanajuato.gob.mx,,,,A,CFC920409N67,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1232,,Laboratorio Químico Industrial y Agrícola SA de CV,Laboratorio Químico Industrial y Agrícola SA de CV,0.00,30,contabilidad@laquimia.com,,,,A,LQI951003593,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1107,,Comisión Estatal del Agua de Guanajuato,Comisión Estatal del Agua de Guanajuato,0.00,30,mpachecom@guanajuato.gob.mx; ceag.0101@guanajuato.gob.mx,,,,A,CEA911004212,4737351810,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1064,,CECYTEG SAN JUAN DE LA VEGA CELAYA,CECYTEG SAN JUAN DE LA VEGA CELAYA,0.00,30,guadalupe.grimaldo@cecyteg.edu.mx,,Efectivo,,A,XAXX010101000,,,Celaya,.,.,,Guanajuato,,.,,,0.00,,,,G03
1132,,FORUM CULTURAL GUANAJUATO,FORUM CULTURAL GUANAJUATO,0.00,30,auxrmysg@guanajuato.gob.mx,,,,A,FCG060109532,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1161,,HOSPITAL MATERNO CELAYA, Hospital Materno Celaya,0.00,30,hmc_recursosmateriales@guanajuato.gob.mx; hmc_fianzas@guanajuato.gob.mx,,,,A,XAXX010101000,461-471-7400 Ext. 1017-1060 ,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1105,,Centro de Estudios Superiores de Educación Especializada,Centro de Estudios Superiores de Educación Especializada,0.00,30,recursosfinancieros@cesee.edu.mx,,,,A,XAXX010101000,(477) 7-1140-81,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1210,,ITES CUERAMARO,ITES CUERAMARO,0.00,30,adriana.cervantes@itesi.edu.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1220,,JURISDICCIION VIII,JURISDICCIION VIII,0.00,30,ispg.0708@guanajuto.gob.mx; eorellanas@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1162,,HOSPITAL MATERNO IRAPUATO,Hospital Materno Irapuato,0.00,30,mgonzaleza@guanajuato.gob.mx; ispg.0845@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1123,,ENVIRONMENTAL AND HEALTHPROTOCOLS SERVICES,ENVIRONMENTAL AND HEALTHPROTOCOLS SERVICES,0.00,30,,,,,A,EHS210412RX1,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1080,,COLEGIO DE INGENIEROS CIVILES DEL ESTADO DE QUERETARO A.C,COLEGIO DE INGENIEROS CIVILES DEL ESTADO DE QUERETARO A.C,0.00,30,colegio.ingenieros@cicqro.org.mx; asistente.administrativo@cicqro.org.mx,,,,A,CIC710903TL9,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1216,,INSTITUTO GUANAJUATENSE PARA LAS PERSONAS CON DISCAPACIDAD,INSTITUTO GUANAJUATENSE PARA LAS PERSONAS CON DISCAPACIDAD,0.00,30,elias.guerra@guanajuato.gob.mx,,Efectivo,,A,IGP120918N7A,,36100,Silao,La Hacienda,900,,Guanajuato,Silao,Hacienda Silao,,,0.00,,,,G03
1263,,SECRETARIA DE TURISMO,SECRETARIA DE TURISMO,0.00,30,mdiazpa@guanajuato.gob.mx; pcortesvi@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1164,,HOSPITAL MATERNO SAN LUIS DE LA PAZ,HOSPITAL MATERNO SAN LUIS DE LA PAZ,0.00,30,blanca_azurh@hotmail.com; ispg.0842@guanajuato.gob.mx; fin.maternosslpaz@gmail.com,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1251,,PROCESADORA Y MAQUILADORA DE ALIMENTOS FINOS,PROCESADORA Y MAQUILADORA DE ALIMENTOS FINOS,0.00,30,n.rangel@pymafi.com,,Efectivo,,A,PMA091214I24,,37490,León,CIUDAD INDUSTRIAL,101-B,,Guanajuato,,CALLE PROLONGACION OLEODUCTO,,,0.00,,,,G03
1298,,UNIVERSIDAD TECNOLOGICA DE LEON,UNIVERSIDAD TECNOLOGICA DE LEON,0.00,30,utl.0601@guanajuato.gob.mx,,Efectivo,,A,UTL941208TR2,,37670,León,SAN CARLOS,225,,Guanajuato,,BLVD. UNIVERSIDAD TECNOLÓGICA,,,0.00,,,,G03
1081,,COMISION DE DEPORTE DEL ESTADO DE GUANAJUATO,COMISION DE DEPORTE DEL ESTADO DE GUANAJUATO,0.00,30,materialesyservicios.code@guanajuato.gob.mx,,,,A,CED931109QJ6,,36020,Guanajuato,.,KM. 2.5,,Guanajuato,,CARRETERA FEDERAL GUANAJUATO A DOLORES HIDALGO,,,0.00,,,,G03
1115,,DELEGACION REGIONAL DE EDUCACION SUROESTE,DELEGACION REGIONAL DE EDUCACION SUROESTE,0.00,30,,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1221,,JURISDICCION  I,JURISDICCION  I,0.00,30,ispg.0701@guanajuato.gob.mx; ereyna1280@gmail.com; js1recursosmateriales@gmail.com,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1094,,CONALEP SALAMANCA,CONALEP SALAMANCA,0.00,30,joana.arevalog@conalepgto.edu.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1148,,HOSPITAL CORTAZAR,HOSPITAL CORTAZAR,0.00,30,ispg.0833@guanajuato.gob.mx; cristofergaona430@gmail.com,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1304,,UNIVERSIDAD VIRTUAL DEL ESTADO DE GUANAJUATO,UNIVERSIDAD VIRTUAL DEL ESTADO DE GUANAJUATO,0.00,30,yeduarte@uveg.edu.mx; edvargas@uveg.edu.mx;jomacias@uveg.edu.mx,,Efectivo,,A,UVE070911JN6,,36400,Purísima del Rincón,CENTRO,129 A SUR,,Guanajuato,,HERMENEGILDO BUSTOS,,,0.00,,,,G03
1117,,DIRECCION GENERAL DE INGRESOS,DIRECCION GENERAL DE INGRESOS,0.00,30,jrojasm@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1142,,HOPSITAL SAN FRANCISCO DEL RINCON ,HOPSITAL SAN FRANCISCO DEL RINCON ,0.00,30,ispg.0708@guanajuato.gob.mx; ali.val.mon@hotmail.com,,,,A,XAXX010101000,,,San Francisco del Rincón,.,.,,Guanajuato,,.,,,0.00,,,,G03
1042,,CAISES VALLE DE SANTIAGO,CAISES VALLE DE SANTIAGO,0.00,30,msgarciaperez@guanajuato.gob.mx,,,,A,XAXX010101000,"01 464 648 00 01, 648 00 09 EXT. 107",,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1067,,CECYTEG VALLE,CECYTEG VALLE,0.00,30,nancy.limasm@cecyteg.edu.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1185,,INBURSA CELAYA,INBURSA CELAYA SOLUCIONES Y PROYECTOS,0.00,30,vianeth.vega@solucionesalaorden.com,,Efectivo,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1077,,CESSA VALTIERRILLA,CESSA VALTIERRILLA,0.00,30,lasilm@guanajuato.gob.mx; ispg.0803@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1219,,INSTITUTO PARA LAS MUJERES GUANAJUATENSES,INSTITUTO PARA LAS MUJERES GUANAJUATENSES,0.00,30,maguilar@guanajuato.gob.mx,,Efectivo,,A,IMG0201015B4,,36010,Guanajuato,Cata,1,,Guanajuato,,Plazuela de Cata,,,0.00,,,,G03
1274,,SEG. ABASOLO,SEG. ABASOLO,0.00,30,,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1245,,OFICINA CENTRAL,OFICINA CENTRAL,0.00,30,maribel@solucionesalaorden.com,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1218,,INSTITUTO PARA EL DESARROLLO Y ATENCION A LAS JUVENTUDES DEL ESTADO DE GUANAJUATO,INSTITUTO PARA EL DESARROLLO Y ATENCION A LAS JUVENTUDES DEL ESTADO DE GUANAJUATO,0.00,30,vcadena@juventudesgto.gob.mx,,Efectivo,,A,IFI990423FB1,,37557,León,SANTO DOMINGO,102,,Guanajuato,,FRAY MARTIN DE VALENCIA,,,0.00,,,,G03
1116,,DIRECCION GENERAL DE ADMINISTRACION,DIRECCION GENERAL DE ADMINISTRACION,0.00,30,jatorresma@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1137,,GLEITLAGER,GLEITLAGER SOL MEX,0.00,30,,,Efectivo,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1167,,HOSPITAL PSIQUIATRICO,HOSPITAL PSIQUIATRICO,0.00,30,ispg.0812@guanajuato.gob.mx; dramirezandrade@guanajuato.gob.mx,,,,A,XAXX010101000,(477) 7 48 82 01 / 02 y 93,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1139,,H. JERECUARO,H. JERECUARO,0.00,30,hc_jerecuaro@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1078,,CLINICA DE DESINTOXICACION DE LEON,CLINICA DE DESINTOXICACION DE LEON,0.00,30,kmendozapescador@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1290,,TV4,TV4,0.00,30,yvera@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1302,,UTAPE,UTAPE,0.00,30,mbarreras@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1212,,ITES SAN FELIPE,ITES SAN FELIPE,0.00,30,fernando.co@irapuato.tecnm.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1187,,INE ACAMBARO,INE ACAMBARO,0.00,30,ernesto.aguayom@ine.mx; lourdes.castro@ine.com,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1191,,INE URIANGATO JUNTA 10,INE URIANGATO JUNTA 10,0.00,30,liz_topt@hotmail.com; info@comereco-lab.com,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1104,,CENTRO DE CONCILIACION LABORAL DEL ESTADO DE GUANAJUATO,CENTRO DE CONCILIACION LABORAL DEL ESTADO DE GUANAJUATO,0.00,30,braulio.suarez@guanajuato.gob.mx,,Efectivo,,A,CCL201222885,,37000,León,CENTRO,223 A,,Guanajuato,,ADOLFO LOPEZ MATEOS PONIENTE,,,0.00,,,,G03
1260,,"SECRETARIA DE FINANZAS, INVERSION Y ADMINISTRACION","SECRETARIA DE FINANZAS, INVERSION Y ADMINISTRACION",0.00,30,geg.0610@guanajuato.gob.mx; fmontoya@guanajuato.gob.mx; egaminor@guanajuato.gob.mx; cramosn@guanajuato.gob.mx,,,,A,XAXX010101000,,,Guanajuato,.,.,,Guanajuato,,.,,,0.00,,,,G03
1243,,"O.P. DISTRIBUIDORA DEL BAJIO, S.A. DE C.V.","O.P. DISTRIBUIDORA DEL BAJIO, S.A. DE C.V.",0.00,30,compras@opdistdelbajio.com.mx,,,,A,OPD911031L94,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1129,,Escuela Normal Superior Oficial de Guanajuato,Escuela Normal Superior Oficial de Guanajuato,0.00,30,tramites.ensog@gmail.com,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1013,," Jurisdicción Sanitaria VII,"," Jurisdicción Sanitaria VII,",0.00,30,lcrespog@guanajuato.gob.mx,,,,A,XAXX010101000,"4771481223,4771481225,ext.5380",,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1159,,HOSPITAL JUVENTINO ROSAS,HOSPITAL JUVENTINO ROSAS,0.00,30,talvarezp@guanajuato.gob.mx; eriosv@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1287,,Servicios y acabados acuario S.A de C.v,Servicios y acabados acuario S.A de C.v,0.00,30,octaviorojas_acuario@hotmail.com,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1174,,HOSPITAL SAN JOSE ITURBIDE,HOSPITAL SAN JOSE ITURBIDE,0.00,30,ispg.0826@guanajuato.gob.mx; arvizuvchuskis@hotmail.com; romerojuanis2302@hotmail.com; leonaldo50@hotmail.com; edagar-estrado-ortiz@hotmail.com,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1226,,KERRY,KERRY SOL MEX,0.00,30,maribel@solucionesalaorden.com,,Efectivo,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1124,,ESCUELA NORMAL DE  LEON,ESCUELA NORMAL DE  LEON,0.00,30,geg.0907@guanajuato.gob.mx; grarriaga@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1173,,HOSPITAL SAN FELIPE,HOSPITAL SAN FELIPE,0.00,30,ispg.0816@guanajuato.gob.mx; mltorresa@guanajuato.gob.mx,,Efectivo,,A,XAXX010101000,,,San Felipe,.,.,,Guanajuato,,.,,,0.00,,,,G03
1211,,ITES IRAPUATO,ITES IRAPUATO,0.00,30,dramirez@itesi.edu.mx; caverol-24@hotmail.com; patricia.cs@irapuato.tecnm.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1200,,INSTITUTO ESTATAL DE LA CULTURA ,INSTITUTO ESTATAL DE LA CULTURA ,0.00,30,iecg.0201@guanajuato.gob.mx; mgonzalezo@guanajuato.gob.mx,,,,A,IEC940202G46,,36000,Guanajuato,Guanajuato Cemntr,8,,Guanajuato,Guanajuato,Callejón de la condesa,,,0.00,,,,G03
1297,,UNIVERSIDAD POLITECNICA DE JUVENTINO ROSAS,UNIVERSIDAD POLITECNICA DE JUVENTINO ROSAS,0.00,30,compras@upjr.edu.mx,,Efectivo,,A,UPJ090908DE8,(412) 157 8000 ext. 241,38253,Santa Cruz de Juventino Rosas,Valencia,102,,Guanajuato,Santa Cruz de Juventino Rosas,Hidalgo,,,0.00,,,,G03
1125,,ESCUELA NORMAL DE IRAPUATO,ESCUELA NORMAL DE IRAPUATO,0.00,30,azamoram@enoi.edu.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1084,,COMISION ESTATAL DEL AGUA DE GUANAJUATO,COMISION ESTATAL DEL AGUA DE GUANAJUATO,0.00,30,mpachecom@guanajuato.gob.mx; ceag.0101@guanajuato.gob.mx,,Efectivo,,A,CEA911004212,4737351810,36255,Guanajuato,LOS ALCALDES,KM 1,,Guanajuato,,AUTOPISTA GTO SILAO,,,0.00,,,,G03
1279,,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL ESTADO DE GUANAJUATO,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL ESTADO DE GUANAJUATO,0.00,30,aesparza@guanajuato.gob.mx,,,,A,SDI770408N60,,36000,Guanajuato,ZONA CENTRO,89,A,Guanajuato,GUANAJUATO,PASEO DE LA PRESA,,,0.00,,,,G03
